State,City,Locality,Dealer,Email,Mobile number
Pondicherry,Karaikal ,Kamraj Salai,"Angels AC World
C.D. Angel Bright
140/1, 1st Floor
Kamraj Salai, Karaikal , Pondicherry
609602
04368-222266
9443622166
cdangel_national@yahoo.com", cdangel_national@yahoo.com, 9443622166
Pondicherry,Pondicherry,,"GE Enterprises
P . Bharani Kumaar|P.Ezhilarasan / L.Govindan
D.no. 156 (Old no. 3/39),
Sardar Vallabhai Patel Salai, Pondicherry, Pondicherry
605001
0413-2214203
9842475891|9842412303
ge_pondy@yahoo.in
Saint Joseph Airconditioning Center
P R Joseph
333, Near Amudhasurabhi Super Market
MG Road, Pondicherry, Pondicherry
605001
0413-2331726|5200726
9842923983|9842937452
0413 4200726
spjosephac@yahoo.com
Saravanaa Agencies
K.A.Saravanan
127, Natesan Towers,
Natesan Nagar, Pondicherry, Pondicherry
605005
0413-2200007
9843051114
0413-6501991
pondysaravanaa@gmail.com
Sri Guru Air Systems
Ramraj
No 248, Thiruvalluvar Salai
Kosapalayam, Pondicherry, Pondicherry
605013
4132242000
9865337413
sriguruairsystem@yahoo.com
Mani Electronics
S Gunasekaran
271 / 2
Maraimalai Adikal Salai, Pondicherry, Pondicherry
605001
4132335090
9345412399
manielectronics@yahoo.co.in
Yesheba Agencies
S.Balasubramanian
314,
Ambalathadayar Madam Street, Pondicherry, Pondicherry
605001
0413-2226235|4201070
9047015559
0413-4201070
yesheba@gmail.com", ge_pondy@yahoo.in spjosephac@yahoo.com pondysaravanaa@gmail.com sriguruairsystem@yahoo.com manielectronics@yahoo.co.in yesheba@gmail.com, 9842475891|9842412303 9842923983|9842937452 9843051114 9865337413 9345412399 9047015559
Pondicherry,Pondicherry,Ambalathadayar Madam Street,"Yesheba Agencies
S.Balasubramanian
314,
Ambalathadayar Madam Street, Pondicherry, Pondicherry
605001
0413-2226235|4201070
9047015559
0413-4201070
yesheba@gmail.com", yesheba@gmail.com, 9047015559
Pondicherry,Pondicherry,Kosapalayam,"Sri Guru Air Systems
Ramraj
No 248, Thiruvalluvar Salai
Kosapalayam, Pondicherry, Pondicherry
605013
4132242000
9865337413
sriguruairsystem@yahoo.com", sriguruairsystem@yahoo.com, 9865337413
Pondicherry,Pondicherry,Maraimalai Adikal Salai,"Mani Electronics
S Gunasekaran
271 / 2
Maraimalai Adikal Salai, Pondicherry, Pondicherry
605001
4132335090
9345412399
manielectronics@yahoo.co.in", manielectronics@yahoo.co.in, 9345412399
Pondicherry,Pondicherry,MG Road,"Saint Joseph Airconditioning Center
P R Joseph
333, Near Amudhasurabhi Super Market
MG Road, Pondicherry, Pondicherry
605001
0413-2331726|5200726
9842923983|9842937452
0413 4200726
spjosephac@yahoo.com", spjosephac@yahoo.com, 9842923983|9842937452
Pondicherry,Pondicherry,Natesan Nagar,"Saravanaa Agencies
K.A.Saravanan
127, Natesan Towers,
Natesan Nagar, Pondicherry, Pondicherry
605005
0413-2200007
9843051114
0413-6501991
pondysaravanaa@gmail.com", pondysaravanaa@gmail.com, 9843051114
Pondicherry,Pondicherry,Sardar Vallabhai Patel Salai,"GE Enterprises
P . Bharani Kumaar|P.Ezhilarasan / L.Govindan
D.no. 156 (Old no. 3/39),
Sardar Vallabhai Patel Salai, Pondicherry, Pondicherry
605001
0413-2214203
9842475891|9842412303
ge_pondy@yahoo.in", ge_pondy@yahoo.in, 9842475891|9842412303
Punjab,Amritsar,Albert Road,"Holly City Impex
Rajiv Chopra
110
Albert Road, Amritsar, Punjab
143001
0183-5061562,5018081
9815200004
chopra.rajeev@yahoo.com", chopra.rajeev@yahoo.com, 9815200004
Punjab,Amritsar,G T Road,"Vijay Automobiles
Vijay Kumar Sharma
Chheharta
G T Road, Amritsar, Punjab
143105
0183-2259709 |0183-2258250
9814292583 |9780223724
0183-5004064
erraghusharma@gmail.com", erraghusharma@gmail.com, 9814292583 |9780223724
Punjab,Amritsar,Hall Bazar,"Dua Electronics
Saurabh Dua
Opp Bata Showrooms
Hall Bazar, Amritsar, Punjab
143001
9888000128
9888030243
saurabhdua@yahoo.com
Bahadar Chand & Co.
Mr.Anil Dua, Mr. Subodh kumar
Hall Bazar,Amritsar,143001
Hall Bazar, Amritsar, Punjab
143001
2544181/2558797
9888030243/9814051484/9888023974
0183-2547632
anujkdua@gmail.com
Bahadar Chand & CO
Anuj Dua
Hall Bazar
Hall Bazar, Amritsar, Punjab
9888030242", saurabhdua@yahoo.com anujkdua@gmail.com, 9888030243 9888030243/9814051484/9888023974 9888030242
Punjab,Amritsar,Katra Jaimal Singh,"M/s Soni Electronics
Rajesh Soni
Chowk Bilji
Katra Jaimal Singh, Amritsar, Punjab
143001
9815483677
crewservices.services@gmail.com", crewservices.services@gmail.com, 9815483677
Punjab,Amritsar,Lawrence Road,"Heat Solutions
Sumit Mahajan|Palika Mahajan
7, Near Hotel Lawrence
Lawrence Road, Amritsar, Punjab
143001
0183-2220147
9814308996|9814308906
sumitmahajaan26@yahoo.com
Enviro Engineers
Lovekesh Ralli
9, S.F, Nehru Shopping Complex
Lawrence Road, Amritsar, Punjab
0183-2221010
9417237070
0183-2221010
lovekeshenivro@yahoo.com
Sondhi Enterprises
Mr Rohit Sondhi
Shop No. 94, 2nd Floor, Nehru Shopping Complex
Lawrence Road, Amritsar, Punjab
143001
9872310193
sondhienterprises33@gmail.com", sumitmahajaan26@yahoo.com lovekeshenivro@yahoo.com sondhienterprises33@gmail.com, 9814308996|9814308906 9417237070 9872310193
Punjab,Amritsar,Opp Nari Niketan Majitha Road,"Sheetal Air Condition Engineers
Tejinder Singh
62 B
Opp Nari Niketan Majitha Road, Amritsar, Punjab
143001
9814192343
sheetalac57@gmail.com", sheetalac57@gmail.com, 9814192343
Punjab,Amritsar,The Mall,"International Electronics Agency (Unit II)
Davinder Marwaha
37-A,
The Mall, Amritsar, Punjab
0183-5008606|5008147
9914107489|
davindermarwaha_007@yahoo.com", davindermarwaha_007@yahoo.com, 9914107489|
Punjab,Barnala, Near Janta Bakery,No Dealers found,,
Punjab,Barnala,Phurvahi Bazar,"Vikas Electronics
Mr. Vikas Kumar
Pharwahi Bazar,
Phurvahi Bazar, Barnala, Punjab
148101
9878180050
samsung.barnala@gmail.com", samsung.barnala@gmail.com, 9878180050
Punjab,Batala,Lohamandi,"Ajay Electro world
Pankaj Mahajan
lohamandi
Lohamandi, Batala, Punjab
9915324447|7696882050",, 9915324447|7696882050
Punjab,Bathinda,GT Road,"Snow Breeze
Mr. Jaspal Singh
Guru Kanshi Marg, GT Road, Near Yes Bank
GT Road, Bathinda, Punjab
151001
9357575875
snowbreezeproducts@yahoo.co.in", snowbreezeproducts@yahoo.co.in, 9357575875
Punjab,Bhatinda,Goll Market,"Audio Vision Electronics
Ramesh Jain
Amrik Singh Road
Goll Market, Bhatinda, Punjab
151005
0164- 2252448
9417308660",, 9417308660
Punjab,Bhatinda,The Mall,"Garg TV & Frig Sales Corp
Krishan Garg
Shop No. 3 Shakti Complex
The Mall, Bhatinda, Punjab
151001
0161 2252214|2255579
9417022405
0164 2238756
gargbtd@yahoo.co.in", gargbtd@yahoo.co.in, 9417022405
Punjab,Dhuri,MK Road,"Goyal Sales Corporation
Opp. Gaushala Gate
MK Road, Dhuri, Punjab
148024
9914878000
agoyalnavy@yahoo.com", agoyalnavy@yahoo.com, 9914878000
Punjab,Faridkot,,"Dhingra Electronics
Mr. Davinder Paul
Line Bazar, Faridkot
Punjab
151203
9417057036
dhingraelectronics0001@gmail.com", dhingraelectronics0001@gmail.com, 9417057036
Punjab,Fazilka,Civil Lines,"Sama Engineering
Mr. Yash Sama
Opp. BDO office, Civil Lines,
Civil Lines, Fazilka, Punjab
152123
9356560006
yashsama@gmail.com", yashsama@gmail.com, 9356560006
Punjab,Ferozepur City,Delhi Gate,"Raj Radios
Subhash Chander
Delhi Gate, Ferozepur City, Punjab
152002
9855591807
1632227176
rajradios_51@yahoo.co.in", rajradios_51@yahoo.co.in, 1632227176
Punjab,Goraya,Post Office road,"Navrang Electroworld
Mr. Varun Goyal
Dhillon Complex,Lower Ground Floor,Post office Road,Goraya,PB
Post Office road, Goraya, Punjab
144409
9815903628
varungoel@navrangelectroworld.com", varungoel@navrangelectroworld.com, 9815903628
Punjab,Gurdaaspur,Batala,No Dealers found,,
Punjab,Gurdaspur,Tibri Road,No Dealers found,,
Punjab,Hoshiarpur,City Centre,"S S Climate Control
Harit Sharma
Shop No 29
City Centre, Hoshiarpur, Punjab
146001
9888060095
ssclimatecontrol@gmail.com", ssclimatecontrol@gmail.com, 9888060095
Punjab,Hoshiarpur,Jalandhar Road,"Mohan Electric Co.
Rajiv Aggarwal
Jalandhar Road, Hoshiarpur, Punjab
146001
9876017888 |9356410084
mohan_electric@hotmail.com", mohan_electric@hotmail.com, 9876017888 |9356410084
Punjab,Hoshiarpur,Shimla Pahari Chowk,No Dealers found,,
Punjab,Hoshiarpur,Sutheri Road,"Hi Tek Aircon
H.No 210/1, Mohalla Premgarh
Sutheri Road, Hoshiarpur, Punjab
141001
9878448811
hitekaircon@gmail.com", hitekaircon@gmail.com, 9878448811
Punjab,Jalandhar,Circular Road,No Dealers found,,
Punjab,Jalandhar,Civil Lines,"Chetan Sales
Ranjit Saini
E R 19 CIVIL LINES HIND SAMACHAR STREET
Civil Lines, Jalandhar, Punjab
144001
0181 2284872|5072456
9814295430
0181 2284872
chetansales@rediffmail.com", chetansales@rediffmail.com, 9814295430
Punjab,Jalandhar,Dilbagh Nagar Extn.,"Simas Electro World
Gurpartap Singh
Plot No 4 -5, 120 Feet Road
Dilbagh Nagar Extn., Jalandhar, Punjab
144002
1815017171
9815707171
simassales@gmail.com", simassales@gmail.com, 9815707171
Punjab,Jalandhar,G.T ROAD,"GEM HOUSE
AARCO ELECTRONICS
G.T ROAD, Jalandhar, Punjab
2225659
9814063005|9815481050",, 9814063005|9815481050
Punjab,Jalandhar,GT Road,"Aarco Electroniks
Mr. Anil Mahindru
Gem House ,G.T Road Jalandhar
GT Road, Jalandhar, Punjab
144001
1812225659
aarcoelectronics@gmail.com", aarcoelectronics@gmail.com,
Punjab,Jalandhar,Kapurthala Road,"Airtech Engineers
8, Saraswati Vihar
Kapurthala Road, Jalandhar, Punjab
144001
1814653777
9888259777
airtechengineers777@gmail.com", airtechengineers777@gmail.com, 9888259777
Punjab,Jalandhar,Master Tara Singh nagar,"Radio and Record Centre
Ashok Kumar Kohli
220
Master Tara Singh nagar, Jalandhar, Punjab
144001
1812242931
9417282931
rrcjal@hotmail.com", rrcjal@hotmail.com, 9417282931
Punjab,Jalandhar,Model Town,"Techno World
Pankaj Kapoor
419 - R
Model Town, Jalandhar, Punjab
0181- 4620770
9814777077
sony_technoworld@yahoo.com", sony_technoworld@yahoo.com, 9814777077
Punjab,Jalandhar,Near PIMS Hospital,No Dealers found,,
Punjab,Jalandhar,Opp PSEB Colony,"Cool Point
Mr.Daljit Singh
Chugutti Bye Pass,
Opp PSEB Colony, Jalandhar, Punjab
144004
9872325290|9815035102 ,9041937193",," 9872325290|9815035102 ,9041937193"
Punjab,Jalandhar,Sanjay Gandhi Market,"Kohli Digital Home
Sushil Kumar
Shop No. 13-14, Near BMC Chowk
Sanjay Gandhi Market, Jalandhar, Punjab
144001
9876701382
kohlidigitalhome123@yahoo.in", kohlidigitalhome123@yahoo.in, 9876701382
Punjab,Khanna,Railway Road,"New Cycle Stores
Jitender Pal Singh
Railway Road, (PB.)
Railway Road, Khanna, Punjab
141401
01628-229325
9814786518
newcyclestore@gmail.com", newcyclestore@gmail.com, 9814786518
Punjab,Ludhiana,Basant Avenue Road,"Prima Technologies Private Limited
Mr Ravinder Wadhwa
1161,Basant Avenue Extn. 5,Ludhiana,Punjab
Basant Avenue Road, Ludhiana, Punjab
9717176829/9814643333
contact@primatechno.com", contact@primatechno.com, 9717176829/9814643333
Punjab,Ludhiana,Civil Lines,"Dee Kay Electronics
Ashok Dhawan
2309/1, Krishna Nagar, Backside Yes Bank, Civil Line
Civil Lines, Ludhiana, Punjab
0161-2771073|2404998
9915522000
0161-2774862
deekay_ldh@yahoo.com
Pacific Electronics
Rajinder Goel
Bank Road, Opp. Central Bank of India
Civil Lines, Ludhiana, Punjab
0161-2448421
9872560400
0161-4640327
rgoel_pacific@hotmail.com", deekay_ldh@yahoo.com rgoel_pacific@hotmail.com, 9915522000 9872560400
Punjab,Ludhiana,Ferozpur road,"Bedi Sales Pvt. Ltd.
Sidharth Bedi
B - XX - 2618 / 2608
Ferozpur road, Ludhiana, Punjab
141001
9815636000
bedisales@hotmail.com", bedisales@hotmail.com, 9815636000
Punjab,Ludhiana,Hira Singh Road,"Garg Brothers
Mukesh Garg
Near College Road
Hira Singh Road, Ludhiana, Punjab
0161- 2411819
9814170003",, 9814170003
Punjab,Ludhiana,Indra Nagar,"Gopal Dass Hari Chand
Sudarshan Goyal
2830/2, Adj. Hotel Fortune Klassik
Indra Nagar, Ludhiana, Punjab
141002
0161- 5016303 / 2770830
9872406000 / 9814255000
komalmarketing@gmail.com", komalmarketing@gmail.com, 9872406000 / 9814255000
Punjab,Ludhiana,Kochar Market Chowk,"Akanksha International
Rajat Mahajan
82, 84, Model Gram
Kochar Market Chowk, Ludhiana, Punjab
141001
0161-5059882
9815080167
0161-5059882
rajat@kieis.com", rajat@kieis.com, 9815080167
Punjab,Ludhiana,Ludhiana,"SARGAM ELECTRONICS
GF, Hotel Batra, Bhaiwala chowk,ferozpur road, LDH
Ludhiana, Ludhiana, PUNJAB
9540414141",, 9540414141
Punjab,Ludhiana,Malhar Road,"Ram Kumar Ajay Kumar
RAM GUPTA
42F
Malhar Road, Ludhiana, Punjab
141001
8872409999
TONY32000@GMAIL.COM", TONY32000@GMAIL.COM, 8872409999
Punjab,Ludhiana,Model Town Extension,"New Era Airconditioners
Gurvinder Pal Singh
Shop No 9, B - Block
Model Town Extension, Ludhiana, Punjab
141002
1614618639
9779908639
newera.allac@yahoo.in", newera.allac@yahoo.in, 9779908639
Punjab,Ludhiana,Near Bhai Wala Chowk,"Professionals Marketing Group
Tarunjit Kaur
2nd Floor Prabh Complex, National Road
Near Bhai Wala Chowk, Ludhiana, Punjab
141001
0161-5005499
9317895500|9316777504
professionals.ludhiana@gmail.com", professionals.ludhiana@gmail.com, 9317895500|9316777504
Punjab,Ludhiana,New Aman Nagar,"Air House
Ravi Bhushan Sharma
Plot No. 34, St. no. 5, Nr. Sadhu Ashram, Nr. Jalandhar ByePass Choak
New Aman Nagar, Ludhiana, Punjab
0161-2781034
9876069970
air_house@yahoo.co.in", air_house@yahoo.co.in, 9876069970
Punjab,Ludhiana,Prabhu Simaran Kendra Complex,"Ladhar AC & Ref Sales
Karamjit Ladhar
Shop No 1
Prabhu Simaran Kendra Complex, Ludhiana, Punjab
141002
9814021899
ksladhar@gmail.com", ksladhar@gmail.com, 9814021899
Punjab,Ludhiana,Shingar Cinema Road,"Navrang Electrovision
Amit Goel
B-23-4813/3, Adj. Bobby Marriage Palace,
Shingar Cinema Road, Ludhiana, Punjab
0161-3002222
9815001211
0161-3004902
amitnarang@gmail.com", amitnarang@gmail.com, 9815001211
Punjab,Ludhiana,Shingar Road,"Navrang Electropoint
Sushil Gupta
Near Baba Than Singh Chowk
Shingar Road, Ludhiana, Punjab
141008
9041003070
navrang.ep@gmail.com", navrang.ep@gmail.com, 9041003070
Punjab,Mansa,Sunni Gali,"Manshahia Electronics
Harwinder Singh Manshahia
Old Gaushala Road
Sunni Gali, Mansa, Punjab
9914889133
balkarn.manshahia77@gmail.com", balkarn.manshahia77@gmail.com, 9914889133
Punjab,Moga,Sardar Nagar,"Tayal Airconditioning Solutions
Saroj Tayal
Street No.2,
Sardar Nagar, Moga, Punjab
142001
01636-224307
01636-224307
tayalenterprise@yahoo.co.in", tayalenterprise@yahoo.co.in,
Punjab,Mohali,,"Electronic Planet
Tarun Kumar
Scf no 95
PHASE - 7, Mohali, Punjab
9876016677
electronicplanet2011@gmail.com
Aircon Techniks
Satinderjit Singh Riar
Scf No 23, 1st Floor
PHASE - 6, Mohali, Punjab
0172-5044499
9914999333
aircontechniks@gmail.com
Ashoka Enterprises
Mr. Ashok Raheja|Mr. Taranjit Raheja
Shop no. 4-5, Nayagaon
Punjab
160103
9915043711|9915043712
ashoka.raheja@yahoo.com
SMARTCOOL SYSTEMS PRIVATE LIMITED
SCF-23 ,PHASE -6 SAS NAGAR
SAS Nagar, MOHALI, Punjab
111111
9914999333
0172-000000
aircontechniks@gmail.com
Star Climate Technologies
Harman Preet Singh
361 Focal Point, Phase - 9
Industrial Area, MOHALI, Punjab
160062
9463310939
starclimatech@yahoo.in
Singh Sons Retail
Harpreet Singh
Sco -104, Phase -7
ECO 104, Mohali, Punjab
160062
9888260354
singhsonsretail@gmail.com
Utility Marketing
Mr Manpreet Singh Karta
VPO Balongi, Mohali, Punjab
1722607599
9878019321
utilityengineers@redifmail.com
Raj Electricals
Ranjinder Singh
Bay Shop 2 (Opp. Chawla Nursing Home) S.A.S Nagar
PHASE - 7, Mohali, Punjab
0172-5063008
9876161008", electronicplanet2011@gmail.com aircontechniks@gmail.com ashoka.raheja@yahoo.com aircontechniks@gmail.com starclimatech@yahoo.in singhsonsretail@gmail.com utilityengineers@redifmail.com, 9876016677 9914999333 9915043711|9915043712 0172-000000 9463310939 9878019321 9876161008
Punjab,Mohali,ECO 104,"Singh Sons Retail
Harpreet Singh
Sco -104, Phase -7
ECO 104, Mohali, Punjab
160062
9888260354
singhsonsretail@gmail.com", singhsonsretail@gmail.com,
Punjab,Mohali,Industrial Area,"Star Climate Technologies
Harman Preet Singh
361 Focal Point, Phase - 9
Industrial Area, MOHALI, Punjab
160062
9463310939
starclimatech@yahoo.in", starclimatech@yahoo.in, 9463310939
Punjab,Mohali,PHASE - 6,"Aircon Techniks
Satinderjit Singh Riar
Scf No 23, 1st Floor
PHASE - 6, Mohali, Punjab
0172-5044499
9914999333
aircontechniks@gmail.com", aircontechniks@gmail.com, 9914999333
Punjab,Mohali,PHASE - 7,"Raj Electricals
Ranjinder Singh
Bay Shop 2 (Opp. Chawla Nursing Home) S.A.S Nagar
PHASE - 7, Mohali, Punjab
0172-5063008
9876161008
Electronic Planet
Tarun Kumar
Scf no 95
PHASE - 7, Mohali, Punjab
9876016677
electronicplanet2011@gmail.com", electronicplanet2011@gmail.com, 9876161008 9876016677
Punjab,Mohali,SAS Nagar,"SMARTCOOL SYSTEMS PRIVATE LIMITED
SCF-23 ,PHASE -6 SAS NAGAR
SAS Nagar, MOHALI, Punjab
111111
9914999333
0172-000000
aircontechniks@gmail.com", aircontechniks@gmail.com, 0172-000000
Punjab,Mohali,VPO Balongi,"Utility Marketing
Mr Manpreet Singh Karta
VPO Balongi, Mohali, Punjab
1722607599
9878019321
utilityengineers@redifmail.com", utilityengineers@redifmail.com, 9878019321
Punjab,Muktsar,Main Bazaar,"C.L. Electronics Pvt. Ltd.
Sunil Sharma
Main Bazar
Main Bazaar, Muktsar, Punjab
152026
01633-260567
9356760567|9356750100
hellogaggan@yahoo.com", hellogaggan@yahoo.com, 9356760567|9356750100
Punjab,Nabha,Arya Samaj Chowk,"National Cooling Solutions
T Mukesh Sharma
Arya Samaj Chowk, Nabha, Punjab
147201
9814110474/8146095608
tmukeshsharma1@gmail.com", tmukeshsharma1@gmail.com, 9814110474/8146095608
Punjab,Nabha,Gujral Market,"National Trading Co.
Monika Sharma
Hospital Road
Gujral Market, Nabha, Punjab
147201
9501520474
tmukeshsharma1@gmail.com", tmukeshsharma1@gmail.com, 9501520474
Punjab,Nangal,"Adda Market, Nangal Township","Vinod Trunk House
Geeta Sath
Adda Market, Nangal T/Ship
Adda Market, Nangal Township, Nangal, Punjab
140124
1887224188
9463455188
vinalseth@gmail.com", vinalseth@gmail.com, 9463455188
Punjab,Pathankot,Dalhousie Road,"B.M.Enterprises
Raman Mehta
Opp. Shani Dev Mandir, Dalhousie Road, Pathankot
Dalhousie Road, Pathankot, Punjab
0186-3206967
9814124917 / 9815150255
bmedpath@gmail.com", bmedpath@gmail.com, 9814124917 / 9815150255
Punjab,Pathankot,Near Shanidev Temple,"B.M Enterprises
Rajat Mehta
Dalhousie Road,
Near Shanidev Temple, Pathankot, Punjab
9815978255|9888487288", , 9815978255|9888487288
Punjab,Pathankot,Patel Chock,"M/S Airtech Engineers
Meet Sharma
kali mata mandir road
Patel Chock, Pathankot, Punjab
9888487288",, 9888487288
Punjab,Patiala,Adalat Bazaar,"Marshall Air Conditioners
Manpreet Singh|Rajpreet singh
S.CO.-32, Mini Market, Adalat Bazar
Adalat Bazaar, Patiala, Punjab
9814110036|9914010036
marshall.birdi@gmail.com", marshall.birdi@gmail.com, 9814110036|9914010036
Punjab,Patiala,Bhadson Road,"Harman Air conditioners
Mr. Bhupinder Singh
Tiwana Chowk
Bhadson Road, Patiala, Punjab
147001
9023144152
harman.refrigeration@gmail.com", harman.refrigeration@gmail.com, 9023144152
Punjab,Patiala,Jourian Bhatian,"Garg Sales
Mr Vipin Garg
Jourian Bhattian,Near Anardana Chowk,Patiala
Jourian Bhatian, Patiala, Punjab
147001
1752200989
9855985850
gargsalespatiala@gmail.com", gargsalespatiala@gmail.com, 9855985850
Punjab,Patiala,Patran,"M/S Mahalaxmi Electronics
Nishant Bansal
Jakhal Road
Patran, Patiala, Punjab
147105
9876387009|9888930100
nbansalbansal@gmail.com", nbansalbansal@gmail.com, 9876387009|9888930100
Punjab,Patran,Jakhal Road,"Mahalaxmi Electronics
Ankush Mittal
Jakhal Road, Patran, Punjab
147105
9888930100",, 9888930100
Punjab,Phagwara,Banga road,No Dealers found,,
Punjab,Rampura Phul,Bhatinda,"Garg Cooling Systems
Rimpi Garg
Bhartiya Model School Road
Bhatinda, Rampura Phul, Punjab
151103
1651266786
8558022178
davinder786@hotmail.com", davinder786@hotmail.com, 8558022178
Punjab,Sas Nagar,Phase 10,"Parkash Electric House
RAM PARKASH KAPOOR
SCO 114- C Phase 10
Phase 10, Sas Nagar, Punjab
160055
9815405290
parkash_652@yahoo.Com", parkash_652@yahoo.Com, 9815405290
Punjab,Sunam,Naya Bazar,"DELIGHT RADIOS
PARVEEN KUMAR
NAYA BAZAR
Naya Bazar, SUNAM, Punjab
148028
9115389000
DELIGHTRADIOS@GMAIL.COM
Ganpati Electronics
Mr Robin Garg
Naya Bazar, District Sangrur
Naya Bazar, Sunam, Punjab
148028
9988515164
ganpatielectronics@gmail.com", DELIGHTRADIOS@GMAIL.COM ganpatielectronics@gmail.com, 9115389000 9988515164
Punjab,Zirakpur,Dhakoli,"Precise Airconditioning Solution
Mr. Dinesh Dania|Mr. Pulkit Sharma
SCO-9, Saraswati Vihar, Old Ambala Road
Dhakoli, Zirakpur, Punjab
140603
9814126260, 7973282538
dineshdania@yahoo.com", dineshdania@yahoo.com," 9814126260, 7973282538"
Punjab,ZIRKPUR,VIP Road,No Dealers found,,
Rajasthan,Ajmer,JLN Hospital Road,"Comfort Sales
Asha Kanwer|Anand Singh
15-(A) JCN Shopping Center
JLN Hospital Road, Ajmer, Rajasthan
305001
0145-2431252
9828052252
0145-2628552
ajmer.comfortpoint@rediffmail.com, ajmer-comfortpoint@yahoo.co.in"," ajmer.comfortpoint@rediffmail.com, ajmer-comfortpoint@yahoo.co.in", 9828052252
Rajasthan,Ajmer,Sri Nagar Road,"Surabhi Stores Pvt Ltd
Sanjay Jain
Opp. Union Bank of India
Sri Nagar Road, Ajmer, Rajasthan
305001
1452432511
9829070749
surabhistoresajmer@gmail.com", surabhistoresajmer@gmail.com, 9829070749
Rajasthan,Alwar,Bhiwadi,"Continental Cooling Company
Mayank Arya|Ravi Sharma
A-44,Bhagat Singh Colony
Bhiwadi, Alwar, Rajasthan
301019
9875247803|9875247802
www.continentalcooling.in, info@continentalcooling.in"," www.continentalcooling.in, info@continentalcooling.in", 9875247803|9875247802
Rajasthan,Alwar,HOPE CIRCUS,"AKASH ELECTRICALS
Mr Rakesh Mamodiya|
CIVIL LINES,,
HOPE CIRCUS, Alwar, Rajasthan
0144-2337912|
9352200226|9251095000
akashelectricalsalwar@gmail.com", akashelectricalsalwar@gmail.com, 9352200226|9251095000
Rajasthan,Banswara,Chetak Complex,"Tarmal Enterprises
Mr Ali Asgar
Shop No 1-2,Goldy Heights,Chetak Complex,
Chetak Complex, Banswara, Rajasthan
9982944452
9166747771
tarmalenterprisesbsw@gmail.com", tarmalenterprisesbsw@gmail.com, 9166747771
Rajasthan,Beawar,Pali Bazar,"K.M. Electronics
Mr Kundan Sadhnani
Pali Bazar, Beawar, Rajasthan
01462255680/224535
9829707680
kundanbwr@yahoo.co.in", kundanbwr@yahoo.co.in, 9829707680
Rajasthan,Bharatpur,Be-narayan Gate,"Tara Mahendra Appliances
Rupinder Kour
Circular Road, BeNarayan Gate, (Rj.)
Be-narayan Gate, Bharatpur, Rajasthan
9251423363
9251423363
05644-224056
tmmotorsbtp@rediffmail.com", tmmotorsbtp@rediffmail.com, 9251423363
Rajasthan,Bhilwara,Rajendra Marg,"M/s Shreeji Marketing
Vidhya Zaveri|Pradeep Zaveri
1, Amrit Plaza, Nr. SBI Evening Br.
Rajendra Marg, Bhilwara, Rajasthan
311001
01482-229357|225393
9414973001
01482-239531
shreejibaba@sanchar.net.in", shreejibaba@sanchar.net.in, 9414973001
Rajasthan,Bhiwadi,Alwar,"Reliance Digital Retail Ltd.
Jayant Gupta
Capital Mall Store, Shop No - FF-12 A to FF 24, Capital Mall Plot No.:- 812 CP-4 RIICO
Alwar, Bhiwadi, Rajasthan
301019
9559154786
jayant.gupta@ril.com", jayant.gupta@ril.com, 9559154786
Rajasthan,Bhiwadi,NEELAM CHOWK,"CONTINENTAL COOLING COMPANY
|Ravi Sharma / MAYANK ARYA
SHOP NO-6, HOTEL RESIDENCY COMPLEX
NEELAM CHOWK, bhiwadi, Rajasthan
301019
01493-220184
7742854045|7597623562
info@continentalcooling.in", info@continentalcooling.in, 7742854045|7597623562
Rajasthan,Bikaner,Mahavir Marg,"Mount Refrigeration
Anju Lunia|Kishan Lunia
Lunia Kothi, Bhagwan
Mahavir Marg, Bikaner, Rajasthan
334001
0151-2200480
9414137461
0151-2521461
klunia_mount@yahoo.com", klunia_mount@yahoo.com, 9414137461
Rajasthan,Bikaner,NEAR IDBI BANK,"GAHLOT ELECTRONICS
BANSHI GAHLOT
MODERN MARKET
NEAR IDBI BANK, Bikaner, Rajasthan
334001
1512221001
9414138555
gahlotelectronic@yahoo.co.in", gahlotelectronic@yahoo.co.in, 9414138555
Rajasthan,Bikaner,Rani Bazar,"Pittie Auto Center
Sanjay Pittie
Rani Bazar, Bikaner, Rajasthan
334001
9414139858
pittieauto@gmail.com", pittieauto@gmail.com, 9414139858
Rajasthan,Falna,Neelkanth Rd,"Falna Electronic Enterprises
Mr Anil Kumar Agarwal Huf
Neelkanth Road,
Neelkanth Rd, Falna, Rajasthan
306116
2938233274
9829233274
fee@falna.com", fee@falna.com, 9829233274
Rajasthan,Hanuman Garh Jn.,Hanumangarh Jn.,"RAC World & Care
Sourav Narang
Shop No 17, Durga Mandir Complex
Hanumangarh Jn., Hanuman Garh Jn., Rajasthan
335512
9950075300
royalairconditionars@gmail.com", royalairconditionars@gmail.com, 9950075300
Rajasthan,Hanumangarh,Ganganagar Road,"R.A.C World & Care
Vijay Kumar Narang
Shop 17, Durga Mandir Complex
Ganganagar Road, Hanumangarh, Rajasthan
335512
9875126300|9950075300
royalairconditionars@gmail.com", royalairconditionars@gmail.com, 9875126300|9950075300
